E /V,t /s,I /A
0.14,0.1032,-7.43E-08
0.14,0.1034,-7.24E-08
0.14,0.1036,-7.08E-08
0.14,0.1038,-6.92E-08
0.14,0.104,-6.78E-08
0.14,0.1042,-6.65E-08
0.14,0.1044,-6.52E-08
0.14,0.1046,-6.41E-08
0.14,0.1048,-6.30E-08
0.14,0.105,-6.20E-08
0.14,0.1055,-5.97E-08
0.14,0.106,-5.77E-08
0.14,0.1065,-5.59E-08
0.14,0.107,-5.44E-08
0.14,0.1075,-5.30E-08
0.14,0.108,-5.17E-08
0.14,0.1085,-5.05E-08
0.14,0.109,-4.95E-08
0.14,0.1095,-4.85E-08
0.14,0.11,-4.76E-08
0.14,0.111,-4.60E-08
0.14,0.112,-4.46E-08
0.14,0.113,-4.34E-08
0.14,0.114,-4.23E-08
0.14,0.115,-4.13E-08
0.14,0.116,-4.04E-08
0.14,0.117,-3.96E-08
0.14,0.118,-3.89E-08
0.14,0.119,-3.82E-08
0.14,0.12,-3.76E-08
0.14,0.122,-3.65E-08
0.14,0.124,-3.55E-08
0.14,0.126,-3.47E-08
0.14,0.128,-3.39E-08
0.14,0.13,-3.32E-08
0.14,0.132,-3.26E-08
0.14,0.134,-3.21E-08
0.14,0.136,-3.16E-08
0.14,0.138,-3.11E-08
0.14,0.14,-3.07E-08
0.14,0.142,-3.03E-08
0.14,0.144,-2.99E-08
0.14,0.146,-2.96E-08
0.14,0.148,-2.93E-08
0.14,0.15,-2.90E-08
0.14,0.155,-2.83E-08
0.14,0.16,-2.77E-08
0.14,0.165,-2.72E-08
0.14,0.17,-2.67E-08
0.14,0.175,-2.63E-08
0.14,0.18,-2.59E-08
0.14,0.185,-2.56E-08
0.14,0.19,-2.53E-08
0.14,0.195,-2.50E-08
0.14,0.2,-2.48E-08
0.14,0.21,-2.43E-08
0.14,0.22,-2.39E-08
0.14,0.23,-2.35E-08
0.14,0.24,-2.32E-08
0.14,0.25,-2.30E-08
0.14,0.26,-2.27E-08
0.14,0.27,-2.25E-08
0.14,0.28,-2.23E-08
0.14,0.29,-2.21E-08
0.14,0.3,-2.19E-08
0.14,0.32,-2.16E-08
0.14,0.34,-2.13E-08
0.14,0.36,-2.11E-08
0.14,0.38,-2.09E-08
0.14,0.4,-2.07E-08
0.14,0.42,-2.05E-08
0.14,0.44,-2.04E-08
0.14,0.46,-2.02E-08
0.14,0.48,-2.01E-08
0.14,0.5,-2.00E-08
0.14,0.52,-1.99E-08
0.14,0.54,-1.98E-08
0.14,0.56,-1.97E-08
0.14,0.58,-1.96E-08
0.14,0.6,-1.95E-08
0.14,0.65,-1.93E-08
0.14,0.7,-1.91E-08
0.14,0.75,-1.90E-08
0.14,0.8,-1.89E-08
0.14,0.85,-1.87E-08
0.14,0.9,-1.86E-08
0.14,0.95,-1.85E-08
0.14,1,-1.85E-08
0.14,1.05,-1.84E-08
0.14,1.1,-1.83E-08
0.14,1.2,-1.82E-08
0.14,1.3,-1.80E-08
0.14,1.4,-1.79E-08
0.14,1.5,-1.79E-08
0.14,1.6,-1.78E-08
0.14,1.7,-1.77E-08
0.14,1.8,-1.76E-08
0.14,1.9,-1.76E-08
0.14,2,-1.75E-08
0.14,2.1,-1.75E-08
0.14,2.3,-1.74E-08
0.14,2.5,-1.73E-08
0.14,2.7,-1.72E-08
0.14,2.9,-1.72E-08
0.14,3.1,-1.71E-08
0.14,3.3,-1.70E-08
0.14,3.5,-1.70E-08
0.14,3.7,-1.70E-08
0.14,3.9,-1.69E-08
0.14,4.1,-1.69E-08
0.14,4.3,-1.68E-08
0.14,4.5,-1.68E-08
0.14,4.7,-1.68E-08
0.14,4.9,-1.68E-08
0.14,5.1,-1.67E-08
0.14,5.6,-1.67E-08
0.14,6.1,-1.66E-08
0.14,6.6,-1.66E-08
0.14,7.1,-1.65E-08
0.14,7.6,-1.65E-08
0.14,8.1,-1.65E-08
0.14,8.6,-1.64E-08
0.14,9.1,-1.64E-08
0.14,9.6,-1.64E-08
0.14,10.1,-1.64E-08
0.14,11.1,-1.63E-08
0.14,12.1,-1.63E-08
0.14,13.1,-1.62E-08
0.14,14.1,-1.62E-08
0.14,15.1,-1.62E-08
0.14,16.1,-1.62E-08
0.14,17.1,-1.61E-08
0.14,18.1,-1.61E-08
0.14,19.1,-1.61E-08
0.14,20.1,-1.61E-08
0.14,22.1,-1.61E-08
0.14,24.1,-1.60E-08
0.14,26.1,-1.60E-08
0.14,28.1,-1.60E-08
0.14,30.1,-1.60E-08
0.14,32.1,-1.60E-08
0.14,34.1,-1.59E-08
0.14,36.1,-1.59E-08
0.14,38.1,-1.59E-08
0.14,40.1,-1.59E-08
0.14,42.1,-1.59E-08
0.14,44.1,-1.59E-08
0.14,46.1,-1.59E-08
0.14,48.1,-1.59E-08
0.14,50.1,-1.59E-08
0.14,55.1,-1.58E-08
0.14,60.1,-1.58E-08
0.14,65.1,-1.58E-08
0.14,70.1,-1.58E-08
0.14,75.1,-1.58E-08
0.14,80.1,-1.58E-08
0.14,85.1,-1.58E-08
0.14,90.1,-1.58E-08
0.14,95.1,-1.58E-08
0.14,100.1,-1.57E-08
0.15,0,-1.04E-11
0.15,0.01,-1.02E-11
0.15,0.02,-1.01E-11
0.15,0.03,-9.93E-12
0.15,0.04,-9.81E-12
0.15,0.05,-9.71E-12
0.15,0.06,-9.63E-12
0.15,0.07,-9.55E-12
0.15,0.08,-9.49E-12
0.15,0.09,-9.42E-12
0.15,0.091,-9.42E-12
0.15,0.092,-9.41E-12
0.15,0.093,-9.41E-12
0.15,0.094,-9.40E-12
0.15,0.095,-9.40E-12
0.15,0.096,-9.39E-12
0.15,0.097,-9.38E-12
0.15,0.098,-9.38E-12
0.15,0.099,-9.37E-12
0.15,0.1,-5.17E-08
0.15,0.1001,-3.91E-07
0.15,0.1002,-2.69E-07
0.15,0.1003,-2.18E-07
0.15,0.1004,-1.89E-07
0.15,0.1005,-1.70E-07
0.15,0.1006,-1.56E-07
0.15,0.1007,-1.45E-07
0.15,0.1008,-1.36E-07
0.15,0.1009,-1.29E-07
0.15,0.101,-1.23E-07
0.15,0.1011,-1.18E-07
0.15,0.1012,-1.13E-07
0.15,0.1013,-1.09E-07
0.15,0.1014,-1.06E-07
0.15,0.1015,-1.03E-07
0.15,0.1016,-9.97E-08
0.15,0.1017,-9.71E-08
0.15,0.1018,-9.48E-08
0.15,0.1019,-9.26E-08
0.15,0.102,-9.05E-08
0.15,0.1022,-8.69E-08
0.15,0.1024,-8.37E-08
0.15,0.1026,-8.09E-08
0.15,0.1028,-7.84E-08
0.15,0.103,-7.62E-08
0.15,0.1032,-7.42E-08
0.15,0.1034,-7.23E-08
0.15,0.1036,-7.06E-08
0.15,0.1038,-6.91E-08
0.15,0.104,-6.77E-08
0.15,0.1042,-6.63E-08
0.15,0.1044,-6.51E-08
0.15,0.1046,-6.40E-08
0.15,0.1048,-6.29E-08
0.15,0.105,-6.19E-08
0.15,0.1055,-5.96E-08
0.15,0.106,-5.76E-08
0.15,0.1065,-5.58E-08
0.15,0.107,-5.43E-08
0.15,0.1075,-5.29E-08
0.15,0.108,-5.16E-08
0.15,0.1085,-5.04E-08
0.15,0.109,-4.94E-08
0.15,0.1095,-4.84E-08
0.15,0.11,-4.75E-08
0.15,0.111,-4.59E-08
0.15,0.112,-4.45E-08
0.15,0.113,-4.33E-08
0.15,0.114,-4.22E-08
0.15,0.115,-4.13E-08
0.15,0.116,-4.04E-08
0.15,0.117,-3.96E-08
0.15,0.118,-3.88E-08
0.15,0.119,-3.82E-08
0.15,0.12,-3.76E-08
0.15,0.122,-3.64E-08
0.15,0.124,-3.55E-08
0.15,0.126,-3.46E-08
0.15,0.128,-3.39E-08
0.15,0.13,-3.32E-08
0.15,0.132,-3.26E-08
0.15,0.134,-3.20E-08
0.15,0.136,-3.15E-08
0.15,0.138,-3.11E-08
0.15,0.14,-3.06E-08
0.15,0.142,-3.02E-08
0.15,0.144,-2.99E-08
0.15,0.146,-2.95E-08
0.15,0.148,-2.92E-08
0.15,0.15,-2.89E-08
0.15,0.155,-2.82E-08
0.15,0.16,-2.76E-08
0.15,0.165,-2.71E-08
0.15,0.17,-2.67E-08
0.15,0.175,-2.63E-08
0.15,0.18,-2.59E-08
0.15,0.185,-2.56E-08
0.15,0.19,-2.53E-08
0.15,0.195,-2.50E-08
0.15,0.2,-2.47E-08
0.15,0.21,-2.43E-08
0.15,0.22,-2.39E-08
0.15,0.23,-2.35E-08
0.15,0.24,-2.32E-08
0.15,0.25,-2.29E-08
0.15,0.26,-2.27E-08
0.15,0.27,-2.24E-08
0.15,0.28,-2.22E-08
0.15,0.29,-2.21E-08
0.15,0.3,-2.19E-08
0.15,0.32,-2.16E-08
0.15,0.34,-2.13E-08
0.15,0.36,-2.11E-08
0.15,0.38,-2.08E-08
0.15,0.4,-2.07E-08
0.15,0.42,-2.05E-08
0.15,0.44,-2.03E-08
0.15,0.46,-2.02E-08
0.15,0.48,-2.01E-08
0.15,0.5,-1.99E-08
0.15,0.52,-1.98E-08
0.15,0.54,-1.97E-08
0.15,0.56,-1.96E-08
0.15,0.58,-1.95E-08
0.15,0.6,-1.95E-08
0.15,0.65,-1.93E-08
0.15,0.7,-1.91E-08
0.15,0.75,-1.90E-08
0.15,0.8,-1.88E-08
0.15,0.85,-1.87E-08
0.15,0.9,-1.86E-08
0.15,0.95,-1.85E-08
0.15,1,-1.84E-08
0.15,1.05,-1.83E-08
0.15,1.1,-1.83E-08
0.15,1.2,-1.81E-08
0.15,1.3,-1.80E-08
0.15,1.4,-1.79E-08
0.15,1.5,-1.78E-08
0.15,1.6,-1.77E-08
0.15,1.7,-1.77E-08
0.15,1.8,-1.76E-08
0.15,1.9,-1.75E-08
0.15,2,-1.75E-08
0.15,2.1,-1.74E-08
0.15,2.3,-1.73E-08
0.15,2.5,-1.73E-08
0.15,2.7,-1.72E-08
0.15,2.9,-1.71E-08
0.15,3.1,-1.71E-08
0.15,3.3,-1.70E-08
0.15,3.5,-1.70E-08
0.15,3.7,-1.69E-08
0.15,3.9,-1.69E-08
0.15,4.1,-1.69E-08
0.15,4.3,-1.68E-08
0.15,4.5,-1.68E-08
0.15,4.7,-1.68E-08
0.15,4.9,-1.67E-08
0.15,5.1,-1.67E-08
0.15,5.6,-1.66E-08
0.15,6.1,-1.66E-08
0.15,6.6,-1.65E-08
0.15,7.1,-1.65E-08
0.15,7.6,-1.65E-08
0.15,8.1,-1.64E-08
0.15,8.6,-1.64E-08
0.15,9.1,-1.64E-08
0.15,9.6,-1.64E-08
0.15,10.1,-1.63E-08
0.15,11.1,-1.63E-08
0.15,12.1,-1.63E-08
0.15,13.1,-1.62E-08
0.15,14.1,-1.62E-08
0.15,15.1,-1.62E-08
0.15,16.1,-1.61E-08
0.15,17.1,-1.61E-08
0.15,18.1,-1.61E-08
0.15,19.1,-1.61E-08
0.15,20.1,-1.61E-08
0.15,22.1,-1.60E-08
0.15,24.1,-1.60E-08
0.15,26.1,-1.60E-08
0.15,28.1,-1.60E-08
0.15,30.1,-1.60E-08
0.15,32.1,-1.59E-08
0.15,34.1,-1.59E-08
0.15,36.1,-1.59E-08
0.15,38.1,-1.59E-08
0.15,40.1,-1.59E-08
0.15,42.1,-1.59E-08
0.15,44.1,-1.59E-08
0.15,46.1,-1.59E-08
0.15,48.1,-1.59E-08
0.15,50.1,-1.58E-08
0.15,55.1,-1.58E-08
0.15,60.1,-1.58E-08
0.15,65.1,-1.58E-08
0.15,70.1,-1.58E-08
0.15,75.1,-1.58E-08
0.15,80.1,-1.58E-08
0.15,85.1,-1.58E-08
0.15,90.1,-1.57E-08
0.15,95.1,-1.57E-08
0.15,100.1,-1.57E-08
0.16,0,-1.04E-11
0.16,0.01,-1.02E-11
0.16,0.02,-1.01E-11
0.16,0.03,-9.93E-12
0.16,0.04,-9.81E-12
0.16,0.05,-9.71E-12
0.16,0.06,-9.63E-12
0.16,0.07,-9.55E-12
0.16,0.08,-9.49E-12
0.16,0.09,-9.42E-12
0.16,0.091,-9.42E-12
0.16,0.092,-9.41E-12
0.16,0.093,-9.41E-12
0.16,0.094,-9.40E-12
0.16,0.095,-9.40E-12
0.16,0.096,-9.39E-12
0.16,0.097,-9.38E-12
0.16,0.098,-9.38E-12
0.16,0.099,-9.37E-12
0.16,0.1,-4.81E-08
0.16,0.1001,-3.88E-07
0.16,0.1002,-2.67E-07
0.16,0.1003,-2.17E-07
0.16,0.1004,-1.89E-07
0.16,0.1005,-1.69E-07
0.16,0.1006,-1.55E-07
0.16,0.1007,-1.44E-07
0.16,0.1008,-1.36E-07
0.16,0.1009,-1.29E-07
0.16,0.101,-1.23E-07
0.16,0.1011,-1.18E-07
0.16,0.1012,-1.13E-07
0.16,0.1013,-1.09E-07
0.16,0.1014,-1.06E-07
0.16,0.1015,-1.02E-07
0.16,0.1016,-9.96E-08
0.16,0.1017,-9.70E-08
0.16,0.1018,-9.46E-08
0.16,0.1019,-9.24E-08
0.16,0.102,-9.04E-08
0.16,0.1022,-8.67E-08
0.16,0.1024,-8.35E-08
0.16,0.1026,-8.07E-08
0.16,0.1028,-7.82E-08
0.16,0.103,-7.60E-08
0.16,0.1032,-7.40E-08
0.16,0.1034,-7.22E-08
0.16,0.1036,-7.05E-08
0.16,0.1038,-6.89E-08
0.16,0.104,-6.75E-08
0.16,0.1042,-6.62E-08
0.16,0.1044,-6.50E-08
0.16,0.1046,-6.38E-08
0.16,0.1048,-6.27E-08
0.16,0.105,-6.17E-08
0.16,0.1055,-5.95E-08
0.16,0.106,-5.75E-08
0.16,0.1065,-5.57E-08
0.16,0.107,-5.41E-08
0.16,0.1075,-5.27E-08
0.16,0.108,-5.15E-08
0.16,0.1085,-5.03E-08
0.16,0.109,-4.93E-08
0.16,0.1095,-4.83E-08
0.16,0.11,-4.74E-08
0.16,0.111,-4.58E-08
0.16,0.112,-4.45E-08
0.16,0.113,-4.32E-08
0.16,0.114,-4.21E-08
0.16,0.115,-4.12E-08
0.16,0.116,-4.03E-08
0.16,0.117,-3.95E-08
0.16,0.118,-3.88E-08
0.16,0.119,-3.81E-08
0.16,0.12,-3.75E-08
0.16,0.122,-3.64E-08
0.16,0.124,-3.54E-08
0.16,0.126,-3.45E-08
0.16,0.128,-3.38E-08
0.16,0.13,-3.31E-08
0.16,0.132,-3.25E-08
0.16,0.134,-3.20E-08
0.16,0.136,-3.15E-08
0.16,0.138,-3.10E-08
0.16,0.14,-3.06E-08
0.16,0.142,-3.02E-08
0.16,0.144,-2.98E-08
0.16,0.146,-2.95E-08
0.16,0.148,-2.91E-08
0.16,0.15,-2.88E-08
0.16,0.155,-2.82E-08
0.16,0.16,-2.76E-08
0.16,0.165,-2.71E-08
0.16,0.17,-2.66E-08
0.16,0.175,-2.62E-08
0.16,0.18,-2.58E-08
0.16,0.185,-2.55E-08
0.16,0.19,-2.52E-08
0.16,0.195,-2.49E-08
0.16,0.2,-2.47E-08
0.16,0.21,-2.42E-08
0.16,0.22,-2.38E-08
0.16,0.23,-2.35E-08
0.16,0.24,-2.32E-08
0.16,0.25,-2.29E-08
0.16,0.26,-2.26E-08
0.16,0.27,-2.24E-08
0.16,0.28,-2.22E-08
0.16,0.29,-2.20E-08
0.16,0.3,-2.18E-08
0.16,0.32,-2.15E-08
0.16,0.34,-2.13E-08
0.16,0.36,-2.10E-08
0.16,0.38,-2.08E-08
0.16,0.4,-2.06E-08
0.16,0.42,-2.05E-08
0.16,0.44,-2.03E-08
0.16,0.46,-2.02E-08
0.16,0.48,-2.00E-08
0.16,0.5,-1.99E-08
0.16,0.52,-1.98E-08
0.16,0.54,-1.97E-08
0.16,0.56,-1.96E-08
0.16,0.58,-1.95E-08
0.16,0.6,-1.94E-08
0.16,0.65,-1.92E-08
0.16,0.7,-1.91E-08
0.16,0.75,-1.89E-08
0.16,0.8,-1.88E-08
0.16,0.85,-1.87E-08
0.16,0.9,-1.86E-08
0.16,0.95,-1.85E-08
0.16,1,-1.84E-08
0.16,1.05,-1.83E-08
0.16,1.1,-1.82E-08
0.16,1.2,-1.81E-08
0.16,1.3,-1.80E-08
0.16,1.4,-1.79E-08
0.16,1.5,-1.78E-08
0.16,1.6,-1.77E-08
0.16,1.7,-1.76E-08
0.16,1.8,-1.76E-08
0.16,1.9,-1.75E-08
0.16,2,-1.75E-08
0.16,2.1,-1.74E-08
0.16,2.3,-1.73E-08
0.16,2.5,-1.72E-08
0.16,2.7,-1.72E-08
0.16,2.9,-1.71E-08
0.16,3.1,-1.70E-08
0.16,3.3,-1.70E-08
0.16,3.5,-1.69E-08
0.16,3.7,-1.69E-08
0.16,3.9,-1.69E-08
0.16,4.1,-1.68E-08
0.16,4.3,-1.68E-08
0.16,4.5,-1.68E-08
0.16,4.7,-1.67E-08
0.16,4.9,-1.67E-08
0.16,5.1,-1.67E-08
0.16,5.6,-1.66E-08
0.16,6.1,-1.66E-08
0.16,6.6,-1.65E-08
0.16,7.1,-1.65E-08
0.16,7.6,-1.64E-08
0.16,8.1,-1.64E-08
0.16,8.6,-1.64E-08
0.16,9.1,-1.64E-08
0.16,9.6,-1.63E-08
0.16,10.1,-1.63E-08
0.16,11.1,-1.63E-08
0.16,12.1,-1.62E-08
0.16,13.1,-1.62E-08
0.16,14.1,-1.62E-08
0.16,15.1,-1.61E-08
0.16,16.1,-1.61E-08
0.16,17.1,-1.61E-08
0.16,18.1,-1.61E-08
0.16,19.1,-1.61E-08
0.16,20.1,-1.61E-08
0.16,22.1,-1.60E-08
0.16,24.1,-1.60E-08
0.16,26.1,-1.60E-08
0.16,28.1,-1.60E-08
0.16,30.1,-1.59E-08
0.16,32.1,-1.59E-08
0.16,34.1,-1.59E-08
0.16,36.1,-1.59E-08
0.16,38.1,-1.59E-08
0.16,40.1,-1.59E-08
0.16,42.1,-1.59E-08
0.16,44.1,-1.58E-08
0.16,46.1,-1.58E-08
0.16,48.1,-1.58E-08
0.16,50.1,-1.58E-08
0.16,55.1,-1.58E-08
0.16,60.1,-1.58E-08
0.16,65.1,-1.58E-08
0.16,70.1,-1.58E-08
0.16,75.1,-1.57E-08
0.16,80.1,-1.57E-08
0.16,85.1,-1.57E-08
0.16,90.1,-1.57E-08
0.16,95.1,-1.57E-08
0.16,100.1,-1.57E-08
0.17,0,-1.04E-11
0.17,0.01,-1.02E-11
0.17,0.02,-1.01E-11
0.17,0.03,-9.93E-12
0.17,0.04,-9.81E-12
0.17,0.05,-9.71E-12
0.17,0.06,-9.63E-12
0.17,0.07,-9.55E-12
0.17,0.08,-9.49E-12
0.17,0.09,-9.42E-12
0.17,0.091,-9.42E-12
0.17,0.092,-9.41E-12
0.17,0.093,-9.41E-12
0.17,0.094,-9.40E-12
0.17,0.095,-9.40E-12
0.17,0.096,-9.39E-12
0.17,0.097,-9.38E-12
0.17,0.098,-9.38E-12
0.17,0.099,-9.37E-12
0.17,0.1,-4.47E-08
0.17,0.1001,-3.84E-07
0.17,0.1002,-2.66E-07
0.17,0.1003,-2.16E-07
0.17,0.1004,-1.88E-07
0.17,0.1005,-1.69E-07
0.17,0.1006,-1.55E-07
0.17,0.1007,-1.44E-07
0.17,0.1008,-1.35E-07
0.17,0.1009,-1.28E-07
0.17,0.101,-1.22E-07
0.17,0.1011,-1.17E-07
0.17,0.1012,-1.13E-07
0.17,0.1013,-1.09E-07
0.17,0.1014,-1.05E-07
0.17,0.1015,-1.02E-07
0.17,0.1016,-9.93E-08
0.17,0.1017,-9.67E-08
0.17,0.1018,-9.43E-08
0.17,0.1019,-9.21E-08
0.17,0.102,-9.01E-08
0.17,0.1022,-8.65E-08
0.17,0.1024,-8.33E-08
0.17,0.1026,-8.05E-08
0.17,0.1028,-7.80E-08
0.17,0.103,-7.58E-08
0.17,0.1032,-7.38E-08
0.17,0.1034,-7.20E-08
0.17,0.1036,-7.03E-08
0.17,0.1038,-6.88E-08
0.17,0.104,-6.74E-08
0.17,0.1042,-6.60E-08
0.17,0.1044,-6.48E-08
0.17,0.1046,-6.37E-08
0.17,0.1048,-6.26E-08
0.17,0.105,-6.16E-08
0.17,0.1055,-5.93E-08
0.17,0.106,-5.73E-08
0.17,0.1065,-5.56E-08
0.17,0.107,-5.40E-08
0.17,0.1075,-5.26E-08
0.17,0.108,-5.14E-08
0.17,0.1085,-5.02E-08
0.17,0.109,-4.92E-08
0.17,0.1095,-4.82E-08
0.17,0.11,-4.73E-08
0.17,0.111,-4.57E-08
0.17,0.112,-4.43E-08
0.17,0.113,-4.31E-08
0.17,0.114,-4.20E-08
0.17,0.115,-4.11E-08
0.17,0.116,-4.02E-08
0.17,0.117,-3.94E-08
0.17,0.118,-3.87E-08
0.17,0.119,-3.80E-08
0.17,0.12,-3.74E-08
0.17,0.122,-3.63E-08
0.17,0.124,-3.53E-08
0.17,0.126,-3.45E-08
0.17,0.128,-3.37E-08
0.17,0.13,-3.30E-08
0.17,0.132,-3.24E-08
0.17,0.134,-3.19E-08
0.17,0.136,-3.14E-08
0.17,0.138,-3.09E-08
0.17,0.14,-3.05E-08
0.17,0.142,-3.01E-08
0.17,0.144,-2.97E-08
0.17,0.146,-2.94E-08
0.17,0.148,-2.91E-08
0.17,0.15,-2.88E-08
0.17,0.155,-2.81E-08
0.17,0.16,-2.75E-08
0.17,0.165,-2.70E-08
0.17,0.17,-2.66E-08
0.17,0.175,-2.61E-08
0.17,0.18,-2.58E-08
0.17,0.185,-2.55E-08
0.17,0.19,-2.52E-08
0.17,0.195,-2.49E-08
0.17,0.2,-2.46E-08
0.17,0.21,-2.42E-08
0.17,0.22,-2.38E-08
0.17,0.23,-2.34E-08
0.17,0.24,-2.31E-08
0.17,0.25,-2.28E-08
0.17,0.26,-2.26E-08
0.17,0.27,-2.24E-08
0.17,0.28,-2.22E-08
0.17,0.29,-2.20E-08
0.17,0.3,-2.18E-08
0.17,0.32,-2.15E-08
0.17,0.34,-2.12E-08
0.17,0.36,-2.10E-08
0.17,0.38,-2.08E-08
0.17,0.4,-2.06E-08
0.17,0.42,-2.04E-08
0.17,0.44,-2.03E-08
0.17,0.46,-2.01E-08
0.17,0.48,-2.00E-08
0.17,0.5,-1.99E-08
0.17,0.52,-1.98E-08
0.17,0.54,-1.97E-08
0.17,0.56,-1.96E-08
0.17,0.58,-1.95E-08
0.17,0.6,-1.94E-08
0.17,0.65,-1.92E-08
0.17,0.7,-1.90E-08
0.17,0.75,-1.89E-08
0.17,0.8,-1.88E-08
0.17,0.85,-1.86E-08
0.17,0.9,-1.85E-08
0.17,0.95,-1.84E-08
0.17,1,-1.84E-08
0.17,1.05,-1.83E-08
0.17,1.1,-1.82E-08
0.17,1.2,-1.81E-08
0.17,1.3,-1.80E-08
0.17,1.4,-1.79E-08
0.17,1.5,-1.78E-08
0.17,1.6,-1.77E-08
0.17,1.7,-1.76E-08
0.17,1.8,-1.75E-08
0.17,1.9,-1.75E-08
0.17,2,-1.74E-08
0.17,2.1,-1.74E-08
0.17,2.3,-1.73E-08
0.17,2.5,-1.72E-08
0.17,2.7,-1.71E-08
0.17,2.9,-1.71E-08
0.17,3.1,-1.70E-08
0.17,3.3,-1.70E-08
0.17,3.5,-1.69E-08
0.17,3.7,-1.69E-08
0.17,3.9,-1.68E-08
0.17,4.1,-1.68E-08
0.17,4.3,-1.68E-08
0.17,4.5,-1.67E-08
0.17,4.7,-1.67E-08
0.17,4.9,-1.67E-08
0.17,5.1,-1.67E-08
0.17,5.6,-1.66E-08
0.17,6.1,-1.65E-08
0.17,6.6,-1.65E-08
0.17,7.1,-1.65E-08
0.17,7.6,-1.64E-08
0.17,8.1,-1.64E-08
0.17,8.6,-1.64E-08
0.17,9.1,-1.63E-08
0.17,9.6,-1.63E-08
0.17,10.1,-1.63E-08
0.17,11.1,-1.62E-08
0.17,12.1,-1.62E-08
0.17,13.1,-1.62E-08
0.17,14.1,-1.61E-08
0.17,15.1,-1.61E-08
0.17,16.1,-1.61E-08
0.17,17.1,-1.61E-08
0.17,18.1,-1.61E-08
0.17,19.1,-1.60E-08
0.17,20.1,-1.60E-08
0.17,22.1,-1.60E-08
0.17,24.1,-1.60E-08
0.17,26.1,-1.59E-08
0.17,28.1,-1.59E-08
0.17,30.1,-1.59E-08
0.17,32.1,-1.59E-08
0.17,34.1,-1.59E-08
0.17,36.1,-1.59E-08
0.17,38.1,-1.59E-08
0.17,40.1,-1.58E-08
0.17,42.1,-1.58E-08
0.17,44.1,-1.58E-08
0.17,46.1,-1.58E-08
0.17,48.1,-1.58E-08
0.17,50.1,-1.58E-08
0.17,55.1,-1.58E-08
0.17,60.1,-1.58E-08
0.17,65.1,-1.57E-08
0.17,70.1,-1.57E-08
0.17,75.1,-1.57E-08
0.17,80.1,-1.57E-08
0.17,85.1,-1.57E-08
0.17,90.1,-1.57E-08
0.17,95.1,-1.57E-08
0.17,100.1,-1.57E-08
0.18,0,-1.04E-11
0.18,0.01,-1.02E-11
0.18,0.02,-1.01E-11
0.18,0.03,-9.93E-12
0.18,0.04,-9.81E-12
0.18,0.05,-9.71E-12
0.18,0.06,-9.63E-12
0.18,0.07,-9.55E-12
0.18,0.08,-9.49E-12
0.18,0.09,-9.42E-12
0.18,0.091,-9.42E-12
0.18,0.092,-9.41E-12
0.18,0.093,-9.41E-12
0.18,0.094,-9.40E-12
0.18,0.095,-9.40E-12
0.18,0.096,-9.39E-12
0.18,0.097,-9.38E-12
0.18,0.098,-9.38E-12
0.18,0.099,-9.37E-12
0.18,0.1,-4.16E-08
0.18,0.1001,-3.79E-07
0.18,0.1002,-2.64E-07
0.18,0.1003,-2.15E-07
0.18,0.1004,-1.87E-07
0.18,0.1005,-1.68E-07
0.18,0.1006,-1.54E-07
0.18,0.1007,-1.43E-07
0.18,0.1008,-1.35E-07
0.18,0.1009,-1.28E-07
0.18,0.101,-1.22E-07
0.18,0.1011,-1.17E-07
0.18,0.1012,-1.12E-07
0.18,0.1013,-1.08E-07
0.18,0.1014,-1.05E-07
0.18,0.1015,-1.02E-07
0.18,0.1016,-9.90E-08
0.18,0.1017,-9.64E-08
0.18,0.1018,-9.40E-08
0.18,0.1019,-9.19E-08
0.18,0.102,-8.99E-08
0.18,0.1022,-8.62E-08
0.18,0.1024,-8.31E-08
0.18,0.1026,-8.03E-08
0.18,0.1028,-7.78E-08
0.18,0.103,-7.56E-08
0.18,0.1032,-7.36E-08
0.18,0.1034,-7.18E-08
0.18,0.1036,-7.01E-08
0.18,0.1038,-6.86E-08
0.18,0.104,-6.72E-08
0.18,0.1042,-6.59E-08
0.18,0.1044,-6.46E-08
0.18,0.1046,-6.35E-08
0.18,0.1048,-6.24E-08
0.18,0.105,-6.14E-08
0.18,0.1055,-5.91E-08
0.18,0.106,-5.72E-08
0.18,0.1065,-5.54E-08
0.18,0.107,-5.39E-08
0.18,0.1075,-5.25E-08
0.18,0.108,-5.12E-08
0.18,0.1085,-5.01E-08
0.18,0.109,-4.90E-08
0.18,0.1095,-4.81E-08
0.18,0.11,-4.72E-08
0.18,0.111,-4.56E-08
0.18,0.112,-4.42E-08
0.18,0.113,-4.30E-08
0.18,0.114,-4.19E-08
0.18,0.115,-4.10E-08
0.18,0.116,-4.01E-08
0.18,0.117,-3.93E-08
0.18,0.118,-3.86E-08
0.18,0.119,-3.79E-08
0.18,0.12,-3.73E-08
0.18,0.122,-3.62E-08
0.18,0.124,-3.52E-08
0.18,0.126,-3.44E-08
0.18,0.128,-3.36E-08
0.18,0.13,-3.30E-08
0.18,0.132,-3.24E-08
0.18,0.134,-3.18E-08
0.18,0.136,-3.13E-08
0.18,0.138,-3.08E-08
0.18,0.14,-3.04E-08
0.18,0.142,-3.00E-08
0.18,0.144,-2.97E-08
0.18,0.146,-2.93E-08
0.18,0.148,-2.90E-08
0.18,0.15,-2.87E-08
0.18,0.155,-2.80E-08
